NA,PROJECT,SAMPLING_DATE,SITE,FIELD.REP,SAMPLE_DESCRIPTOR,OM.AREA.g.m2,ASH.AREA.g.m2,PHICOCYANIN.MG.M2,TOTAL.MG.M2.RITCHIE,Al,Alr,As,B,Br,Ba,Be,Car,Cd,Co,Cr,Cu,Fe,Fer,Fer.1,Kr,Lir,Mgr,Mn,Mnr,Mo,r,Ni,P,Pb,S,Sr,S.1,Sb,Se,Si,Sir,Sir.1,Sn,Srr,Ti,Tl,Zn,Znr,Al.1,Alr.1,As.1,B.1,Br.1,Ba.1,Be.1,Car.1,Cd.1,Co.1,Cr.1,Cu.1,Fe.1,Fer.2,Fer.1.1,Kr.1,Lir.1,Mgr.1,Mn.1,Mnr.1,Mo.1,r.1,Ni.1,P.1,Pb.1,S.2,Sr.1,S.1.1,Sb.1,Se.1,Si.1,Sir.2,Sir.1.1,Sn.1,Srr.1,Ti.1,Tl.1,Zn.1,Znr.1
367,DRONE,9/9/2021,GC,9,FILA,99.27333899,675.9022745,,87.98016796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,DRONE,9/9/2021,GC,10,FILA,63.80790698,1486.569615,,134.7090062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,DRONE,9/9/2021,GC,11,FILA,24.36987933,170.4892787,,95.61667113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,DRONE,9/9/2021,GC,12,FILA,25.7416153,219.3851762,,199.0617197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,DRONE,9/9/2021,GC,12.1,FILA,4.490938535,31.41515519,,17.67265879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,DRONE,9/9/2021,GC,13,FILA,104.3553902,260.0067069,,232.9633659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,DRONE,9/9/2021,GC,14,FILA,103.4199357,1013.955817,,420.4354998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,DRONE,9/9/2021,GC,15,FILA,72.31873961,1658.981012,,265.4775351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,DRONE,9/9/2021,GC,16,FILA,13.6307145,106.9752885,,21.043517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,DRONE,9/9/2021,GC,17,FILA,41.29186204,230.0080854,,121.7001381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,DRONE,9/9/2021,GC,18,FILA,112.7875099,1745.074049,,340.6974641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,DRONE,9/9/2021,GC,19,FILA,106.5276181,2085.907897,,428.6097957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,DRONE,9/9/2021,GC,20,FILA,71.83526096,202.2129028,,81.50127111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,LTREB,7/20/2021,WS,1,FILA,2.287930071,16.65482209,,15.57968698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,LTREB,7/20/2021,WS,3,FILA,10.01726375,80.80564413,,102.9718838,,6.013954679,0.022660351,0.007521444,0.007713481,0.083984125,1.85E-05,12.31596467,0.000512098,0.002432467,0.006465241,0.155645884,4.099987198,6.654077583,6.986941493,3.632697478,0.011170145,3.648700551,1.288887466,2.047753169,0.001088209,0.244014851,0.005249008,0.940340545,0.01411471,2.010946102,2.540647804,2.031430035,6.42E-05,0.000768147,0.19494943,0.22442709,0.223754961,0.001184227,0.033798489,0.224651133,4.97E-05,0.112725643,0.13010498,,60.2433702,0.226994713,0.075344288,0.077267974,0.841291131,0.000185704,123.3722664,0.005129821,0.024366664,0.064764024,1.559145872,41.07065313,66.65565016,69.99003574,36.38968876,0.111894289,36.54999576,12.91112569,20.51288359,0.010900877,2.444361121,0.052580698,9.419639254,0.141390773,20.14417749,25.45033915,20.34937045,0.000643263,0.007694731,1.952859858,2.248145353,2.24141246,0.011862714,0.338568379,2.250389651,0.000497552,1.129202497,1.3032959
335,LTREB,8/3/2021,WS,2,FILA,2.989512518,38.39945272,,14.64169396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,LTREB,8/3/2021,WS,3,FILA,12.11054611,107.7673145,,43.27704085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,6/22/2021,BN,1,FILA ,,,,,6.509717817,7.078962349,0.016792714,0.026831748,0.027811661,0.10307392,0.000406278,7.570952265,0.001200699,0.004700333,0.007042368,0.173497601,5.444417338,8.107668537,8.412620964,8.461413353,0.007477434,3.187769375,0.715215093,0.850613971,0.000189071,0.258193055,0.007152151,2.218020655,0.029555989,4.84671058,5.464747499,5.716841506,8.16E-05,0.000264802,0.098763926,0.104700333,0.10681467,8.55E-05,0.034687322,0.231804505,6.31E-05,0.378710255,0.397454664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,6/22/2021,BN,2,FILA ,,,,,4.526188835,4.428842178,0.012577533,0.069004135,0.071287043,0.074595107,0.000253015,9.812198484,0.001204342,0.003246037,0.005381633,0.105789111,5.111130255,5.9726051,6.019124742,24.6984838,0.005479841,2.616299104,0.7380255,0.830978635,0.00092264,0.538938663,0.004827705,3.896450724,0.019736389,15.60992419,17.18642316,17.7808408,0.000172842,0.000561039,0.09622674,0.101567884,0.103118539,0.000181215,0.042866988,0.203049621,0.00013369,0.295830462,0.309441764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,10/13/2021,GR,,FX,,,,,0.584742578,0.732995115,0.000461182,0.010103909,0.013922486,0.104096204,0.000108834,205.5618189,0.000751597,0.000375799,0.000114328,0.0526118,0.780533634,0.891018414,0.818113491,7.053739196,0.007140173,1.708756107,0.626832018,0.708380308,0.002254791,0.322059376,0.000300346,0.578166103,0.00526118,7.29988726,8.677189027,7.292371289,0.002442691,0.00263059,0.478767381,0.574783916,0.567455844,0.011086058,0.261367907,0.0263059,0.000291596,0.101465614,0.112927471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,8/3/2021,GC,2,MOSS,,,,,3.495138018,4.425188206,0.009410289,0.018271644,0.01858532,0.111825596,4.54E-05,51.16844417,0.001097867,0.002979925,0.006508783,0.124372647,5.061166876,6.596612296,6.704830615,2.937578419,0.008155583,2.878764115,2.330614806,3.346141782,0.000941029,0.263409661,0.004156211,1.151976161,0.015762233,2.133782936,2.514899624,2.02870138,0.000157336,0.003685696,0.306853827,0.356257842,0.35476788,0.002744668,0.10131744,0.150407779,0.000121696,0.201066499,0.230003137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,8/3/2021,GC,5,MOSS,,,,,2.632653061,3.233560091,0.005971277,0.017460317,0.01866969,0.118367347,4.38E-05,67.4829932,0.001133787,0.002721088,0.004006047,0.113605442,3.674981104,4.56840514,4.607709751,3.509448224,0.005895692,2.369614512,2.684051398,4.051398337,0.000982615,0.327664399,0.001511716,1.823129252,0.014739229,2.271352986,2.743764172,2.226001512,0.000377929,0.004157218,0.238321995,0.279818594,0.275510204,0.003779289,0.125623583,0.094708995,0.0001173,0.176795163,0.204610733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,8/3/2021,GR,3,MOSS,,,,,3.4852268,4.292550978,0.0147732,0.025384935,0.015417284,0.1508531,0.000120519,82.97960882,0.001456513,0.003537245,0.007906783,0.256554307,6.756138161,7.786100707,7.790262172,2.292967124,0.006658344,3.753641282,2.888056596,3.418643362,0.001664586,0.385143571,0.005617978,1.073657928,0.02247191,1.670828132,1.911568872,1.572409488,0.000417467,0.004785685,0.608198086,0.703703704,0.704327923,0.004369538,0.149604661,0.232001665,0.000322903,0.239284228,0.267998335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,8/3/2021,GR,4,MOSS,,,,,2.706439042,3.42364075,0.014195584,0.004989145,0.006874695,0.140100204,5.37E-05,74.84691037,0.001206161,0.002505103,0.003896827,0.208851364,4.07867879,5.291334199,5.32751902,2.093152719,0.00640193,2.70922249,2.540359993,3.505288551,0.001113379,0.269623307,0.002597885,0.948227872,0.020875858,1.745221748,1.8881054,1.567081091,0.000186152,0.003525701,0.395156801,0.461217294,0.459825571,0.004175172,0.138059009,0.196789757,0.000143985,0.230005567,0.263870848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,10/13/2021,GC,1,NOSTOC,,,,,2.338851351,2.716891892,0.000829194,0.018166556,0.025032253,0.084121622,0.00019568,110.777027,0.000675676,0.001351351,0.002364865,0.104391892,2.797297297,3.114189189,3.085810811,3.227027027,0.006418919,3.305743243,0.816891892,0.900337838,0.002027027,0.687162162,0.003716216,1.784459459,0.009121622,4.35472973,5.260135135,4.510135135,0.000677819,0.002200183,1.105743243,1.269932432,1.264864865,0.005405405,0.184797297,0.121283784,0.000524281,0.1,0.110135135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,10/13/2021,GC,5,NOSTOC,,,,,0.124346278,0.143206854,0.000136554,0.002991711,0.004122369,0.009291198,3.22E-05,14.25948592,0.000111272,0.000111272,3.39E-05,0.015355514,0.156003116,0.170023367,0.166407032,0.284911539,0.000611995,0.326249026,0.083064426,0.088572382,0.000222544,0.078557917,0.000445087,0.134082564,0.000667631,0.767219317,0.909647268,0.782241015,0.000111625,0.000362331,0.13508401,0.155502392,0.154334038,0.000667631,0.020640926,0.005507956,8.63E-05,0.012072994,0.01335262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,LTREB,7/7/2021,BG,2,EPIL,13.52510275,97.14503264,15.26484626,19.91928589,0.079867966,0.142785121,0.004243281,0.038029,0.052401321,0.013530968,0.000409627,0.328367213,0.00027988,0.000314373,0.000430305,0.002281364,0.119531859,0.157210157,0.156638724,0.110502855,0.000421021,0.053272012,0.011080225,0.013188166,0.000613214,0.047116274,0.001130441,0.082215044,0.001061179,0.037894777,0.056477209,0.036059914,0.001418915,0.004605758,0.007661105,0.01129331,0.011617279,0.001487654,0.000887612,0.00459483,0.002212871,0.00976698,0.014268567,1.080222447,1.931183433,0.057390812,0.514346132,0.708733251,0.183007733,0.005540247,4.441200296,0.003785406,0.004251927,0.005819919,0.030855683,1.616680675,2.126283527,2.118554837,1.494562468,0.005694352,0.720509436,0.149861182,0.1783713,0.008293782,0.637252447,0.015289331,1.111966918,0.014352555,0.512530753,0.763860055,0.487714042,0.019190971,0.06229335,0.103617232,0.152743178,0.157124892,0.020120673,0.012005044,0.062145548,0.029929308,0.132099408,0.192983835
381,LTREB,9/22/2021,GR,3,FILA,0.588523661,4.352441436,,6.185681166,2.422750424,2.86417657,0.015959253,0.024787776,0.026825127,0.096434635,9.83E-05,45.51782683,0.000679117,0.002546689,0.003904924,0.18336163,5.436332767,6.244482173,6.268251273,5.407470289,0.004923599,1.903225806,1.45942275,1.64533107,0.001188455,0.290322581,0.002716469,0.920033956,0.077758913,3.724957555,4.444821732,3.758913413,0.000848896,0.001105695,0.750254669,0.865195246,0.857724958,0.00237691,0.074363328,0.158573854,0.000263476,0.226655348,0.249575552,1.425845949,1.685635681,0.009392398,0.014588193,0.015787222,0.056754064,5.78745E-05,26.78831809,0.000399676,0.001498787,0.00229814,0.107912658,3.199410462,3.67502551,3.689014187,3.182424211,0.002897655,1.120093419,0.85890482,0.968316265,0.000699434,0.170861708,0.001598706,0.541461752,0.04576296,2.192225657,2.615882758,2.212209483,0.000499595,0.000650728,0.441542624,0.509187874,0.504791432,0.001398868,0.043764578,0.093324465,0.000155062,0.133392035,0.146881118
387,LTREB,9/22/2021,BN,4,FILA,0.754780355,70.11258409,,63.96658721,4.826467482,6.09023691,0.00558322,0.004057115,0.005590423,0.129545797,4.37E-05,91.51954127,0.000905387,0.002188019,0.00490418,0.114757809,4.562396258,6.00347065,6.081183039,2.767466425,0.009129319,3.261656858,0.958201298,1.190583975,0.001358081,0.273804135,0.003319753,0.63354459,0.018786781,2.231024596,2.846687792,2.346461446,0.000151377,0.00211257,0.397389467,0.453448016,0.454051607,0.005281424,0.166213973,0.19722348,0.000117087,0.246491625,0.283084352,3.642922839,4.596791177,0.004214105,0.003062231,0.004219541,0.097778623,3.29847E-05,69.07715185,0.000683368,0.001651474,0.003701579,0.08661694,3.443607067,4.531301708,4.589957493,2.088829291,0.006890631,2.461834521,0.723231516,0.898629395,0.001025053,0.206661982,0.002505684,0.478187011,0.014179893,1.683933537,2.148624022,1.771063003,0.000114256,0.001594526,0.299941763,0.342253654,0.342709233,0.003986315,0.125455042,0.148860408,8.8375E-05,0.186047036,0.213666508
338,LTREB,8/3/2021,GC,2,FILA,1.740904709,4.148004001,,5.259304585,2.346666667,2.84,0.002727125,0.152222222,0.201111111,0.186666667,0.00064357,103.3666667,0.002222222,0.002222222,0.003333333,0.13,4.103333333,4.276666667,4.262222222,7.474444444,0.005555556,2.753333333,3.873333333,4.137777778,0.000963427,0.56,0.001776048,1.697777778,0.014444444,6.812222222,7.977777778,6.423333333,0.002229273,0.007236157,1.425555556,1.672222222,1.67,0.002337269,0.174444444,0.165555556,0.001724303,0.254444444,0.288888889,4.085323051,4.944169374,0.004747665,0.265004383,0.35011528,0.32496888,0.001120394,179.9515168,0.003868677,0.003868677,0.005803015,0.226317612,7.143512322,7.445269139,7.420122737,13.01229553,0.009671694,4.793290965,6.743104239,7.203476819,0.001677235,0.974906637,0.00309193,2.955669329,0.025146401,11.85942975,13.8885509,11.18241125,0.003880952,0.01259746,2.48175638,2.911179541,2.907310864,0.004068963,0.303691154,0.288216447,0.003001847,0.442963531,0.502928027
293,LTREB,6/22/2021,BG,1,FILA,3.497570371,8.588970278,,8.897470701,1.514310748,1.521125389,0.004380841,0.010952103,0.011482671,0.024965927,9.42E-05,2.200642523,0.000291667,0.001068438,0.001746495,0.042236176,1.982573988,2.183605919,2.194801402,3.590342679,0.001781542,0.773461838,0.174065421,0.177326713,0.0005184,0.111176012,0.001659852,0.249318536,0.007189447,2.219626168,2.485397196,2.362733645,9.77E-05,0.000317005,0.290498442,0.3112831,0.312646028,0.000102392,0.009910436,0.080656153,7.55E-05,0.076080607,0.075545171,5.296408405,5.320243091,0.0153223,0.038305751,0.04016145,0.087320087,0.00032943,7.696902086,0.001020126,0.003736937,0.006108489,0.147723998,6.934192039,7.637315364,7.676472354,12.55747618,0.006231069,2.705237208,0.608806059,0.620212657,0.00181314,0.388845926,0.005805449,0.872009124,0.025145597,7.76329872,8.692851593,8.263827191,0.000341576,0.001108747,1.016038744,1.088734548,1.093501484,0.000358123,0.034662447,0.282100571,0.000264203,0.266097277,0.264224552
337,LTREB,8/3/2021,GR,2,FILA,1.806452892,7.277733569,,3.52313932,3.278741169,3.998073218,0.013166346,0.050096339,0.058766859,0.137122672,0.000186003,91.58638407,0.001605652,0.002569043,0.004816956,0.216763006,5.478484265,6.030828516,6.014771997,3.625561978,0.008028259,2.688824663,1.877649326,2.095054592,0.001605652,0.337829159,0.002247913,0.968529223,0.047527296,3.866409762,4.66923571,3.757225434,0.000644299,0.002091375,0.777135517,0.897880539,0.896596018,0.004174695,0.157032755,0.231535003,0.000498354,0.229608221,0.25465639,5.922891467,7.222330927,0.023784384,0.090496676,0.106159562,0.247705647,0.000336006,165.4464884,0.002900535,0.004640855,0.008701604,0.391572159,9.896623744,10.89440761,10.86540227,6.54940692,0.014502672,4.857235089,3.391885055,3.784617427,0.002900535,0.610272461,0.004060749,1.749602416,0.085855821,6.984487096,8.434754352,6.787250751,0.001163896,0.00377797,1.403858702,1.621978896,1.61965847,0.00754139,0.283672274,0.418257076,0.000900253,0.414776435,0.460024772
248,LTREB,8/3/2021,WS,3,EPIP,0.421490279,0.740677091,0.748042941,1.879653862,17.55464481,21.36612022,0.003353023,24.74043716,29.45355191,32.4726776,0.000791274,106.9945355,0.004098361,0.045081967,0.021857923,0.25273224,7.06010929,7.489071038,7.482240437,27.95081967,0.017759563,5.586065574,19.16666667,22.19945355,0.013661202,67.93715847,0.036885246,1.740437158,0.025956284,3.737704918,4.06420765,3.448087432,0.002740909,0.020491803,1.581967213,1.845628415,1.848360656,0.002873691,0.607923497,0.292349727,0.002120045,26.62568306,29.94535519,7.399112139,9.005611973,0.001413267,10.42785376,12.41438581,13.68691794,0.000333514,45.09715662,0.001727419,0.019001611,0.009212902,0.106524182,2.975767434,3.156570641,3.153691609,11.78099878,0.007485483,2.354472337,8.078563682,9.35685387,0.005758064,28.63485188,0.015546773,0.733577343,0.010940321,1.575406289,1.713024016,1.453335334,0.001155266,0.008637096,0.666783802,0.777914436,0.779066049,0.001211233,0.256233844,0.123222568,0.000893578,11.22246658,12.62167611
382,LTREB,9/22/2021,GR,5,FILA,2.335766746,6.962091851,,11.2255098,3.181818182,3.693901036,0.019754507,0.042961258,0.046797085,0.094936709,0.000111088,34.90602225,0.000575374,0.002493287,0.006520905,0.107978519,5.540851554,6.304181051,6.321442271,9.267357115,0.005370157,2.541235136,1.211545838,1.345416187,0.001342539,0.364211738,0.002301496,1.803605677,0.014767932,7.447257384,8.826237054,7.456846951,0.0003848,0.001249049,0.827004219,0.934407365,0.92788646,0.001342539,0.062332183,0.229574223,0.000297636,0.175680859,0.192174914,7.431985101,8.628091203,0.046141921,0.100347478,0.109307075,0.221750008,0.000259476,81.53232601,0.001343939,0.005823737,0.015231313,0.252212634,12.9421368,14.72509646,14.76541464,21.64638457,0.012543434,5.935732524,2.82988848,3.142578389,0.003135858,0.850713666,0.005375758,4.212802163,0.034494444,17.39505615,20.616031,17.41745514,0.000898803,0.002917487,1.931688954,2.18255765,2.167326337,0.003135858,0.14559344,0.536231836,0.000695208,0.410349508,0.448875774
249,LTREB,8/3/2021,GC,3,EPIP,0.336139959,0.847072696,0.074192812,2.727895699,25.16129032,31.15207373,0.005655329,37.21198157,44.8156682,49.51612903,0.001334592,70,0.002304147,0.062211982,0.025345622,0.31797235,10.35483871,11.74654378,11.71428571,43.04147465,0.020737327,6.605990783,2.866359447,3.048387097,0.004608295,105.8064516,0.011520737,2.368663594,0.048387097,3.605990783,4.175115207,3.433179724,0.004622916,0.015005856,4.529953917,5.221198157,5.239631336,0.004846871,0.852534562,0.463133641,0.003575744,41.17511521,45.1843318,8.457715097,10.47145679,0.001900982,12.50843396,15.06433687,16.64434958,0.00044861,23.52979713,0.000774516,0.020911933,0.008519676,0.106883213,3.480675059,3.948482745,3.937639518,14.46795952,0.006970644,2.220537471,0.963497947,1.024684714,0.001549032,35.5657763,0.00387258,0.796202483,0.016264837,1.212117594,1.403423055,1.154028892,0.001553947,0.005044068,1.522698524,1.755053334,1.761249462,0.001629227,0.286570933,0.155677723,0.00120195,13.84060154,15.18825944
394,LTREB,10/13/2021,BN,1,FILA,2.951472808,44.97320826,,26.06435105,3.273251139,4.144331278,0.008308764,0.031760922,0.038327526,0.093674618,3.88E-05,59.50817475,0.000737068,0.002345216,0.003953364,0.077526132,3.937952292,5.213749665,5.271374966,5.300857679,0.006834629,2.404181185,1.014473332,1.259715894,0.001139105,0.299048512,0.002881265,0.651768963,0.014071295,4.010318949,5.028812651,4.155052265,0.000134438,0.001407129,0.369404985,0.435808094,0.430045564,0.003484321,0.105400697,0.164634146,0.000103985,0.230032163,0.260787992,9.660911731,12.23188107,0.024523091,0.093741498,0.113122651,0.276478088,0.000114549,175.6367596,0.002175436,0.006921841,0.011668246,0.228816271,11.62275911,15.38824036,15.55831987,15.6453373,0.020172222,7.095875393,2.994190454,3.718017207,0.003362037,0.882633551,0.008503975,1.923678371,0.041531045,11.83634733,14.8424038,12.26352378,0.00039679,0.004153103,1.090288768,1.286275739,1.269267788,0.010283879,0.311087291,0.485913205,0.000306909,0.678933674,0.769708667
252,LTREB,8/3/2021,BG,5,EPIP,0.619666706,1.543320854,1.367943484,3.585543089,15.83626142,18.3626142,0.011243851,9.501054111,10.89599438,11.25439213,0.000203518,54.63808855,0.001756852,0.017568517,0.014757554,0.294799719,11.13843992,12.71257906,12.80042164,11.59873507,0.015460295,5.288123682,2.90864371,3.310260014,0.001405481,24.1883345,0.008784259,1.105059733,0.046732256,2.515460295,2.7037948,2.327828531,0.00070497,0.002288314,1.598032326,1.770203795,1.819044273,0.001756852,0.290583275,0.492972593,0.000545282,9.364019677,10.84328883,9.813203949,11.37870065,0.00696744,5.887486904,6.751884946,6.973972099,0.000126113,33.85740435,0.001088663,0.010886625,0.009144765,0.182677571,6.902120375,7.877561991,7.931995113,7.187349955,0.00958023,3.276874183,1.802389667,2.051257919,0.00087093,14.98870556,0.005443313,0.684768725,0.028958423,1.558746995,1.675451617,1.442477838,0.000436846,0.001417992,0.990247428,1.096936355,1.127201173,0.001088663,0.180064781,0.305478703,0.000337893,5.802571228,6.719225071
114,LTREB,8/3/2021,GC,3,EPIL,1.031218934,2.635337276,2.972529499,4.46954135,9.579380139,11.82163188,0.030676787,5.161290323,6.185958254,6.204933586,0.000183179,94.43390259,0.0028463,0.011701455,0.011385199,0.506957622,10.03795066,11.79000633,11.82479443,8.099304238,0.013915244,4.038583175,3.611638204,4.237824162,0.001897533,15.06325111,0.007273877,0.94054396,0.068311195,2.621442125,2.952877925,2.415876028,0.000634518,0.006325111,1.19259962,1.391524352,1.39658444,0.004743833,0.234029096,0.409867173,0.000490788,5.531309298,6.464263125,9.878438175,12.19069063,0.031634484,5.322420305,6.379077276,6.398644998,0.000188898,97.38202836,0.002935158,0.012066762,0.011740633,0.522784299,10.35132478,12.15807776,12.19395191,8.352155882,0.014349663,4.164663437,3.724389699,4.370124515,0.001956772,15.53350975,0.00750096,0.96990674,0.070443798,2.703280754,3.045063626,2.491297102,0.000654327,0.006522574,1.229831309,1.434966259,1.440184317,0.00489193,0.241335235,0.422662789,0.00050611,5.703990878,6.666070529
393,LTREB,10/13/2021,GC,5,FILA,6.39723884,4.094452694,,15.93032965,1.801136364,2.10349026,0.032873377,0.11525974,0.134334416,0.064935065,0.00023507,17.56493506,0.000811688,0.000811688,0.002029221,0.094155844,2.832386364,3.076704545,3.070211039,37.53246753,0.004058442,2.085227273,0.904220779,0.973214286,0.002029221,1.321428571,0.000648719,2.625,0.002840909,20.53571429,24.78896104,20.66964286,0.000814264,0.002643077,1.25,1.408685065,1.390827922,0.00085371,0.050730519,0.086038961,0.000629819,0.135957792,0.14650974,11.5222995,13.45652959,0.210298844,0.737344085,0.859369344,0.41540512,0.001503799,112.3670848,0.005192562,0.005192562,0.012981411,0.602337422,18.11945206,19.68241381,19.64087331,240.104159,0.025962823,13.3396969,5.784516287,6.22588423,0.012981411,8.453494179,0.00415001,16.79275196,0.018173973,131.3718691,158.5809044,132.2286421,0.005209041,0.016908395,7.99654855,9.011694811,8.897458402,0.005461387,0.324535247,0.550411783,0.004029103,0.869754468,0.937257799
215,LTREB,6/22/2021,BN,2,EPIP,0.409213863,2.952185724,1.404772732,1.10495518,28.41356674,30.41575492,0.045404814,17.18818381,18.47921225,20.07658643,0.001037746,35.13129103,0.002666849,0.015202407,0.027680525,0.400328228,16.41137856,18.04704595,18.07986871,20.25164114,0.017833698,7.472647702,1.733041575,1.812363239,0.000474335,46.12691466,0.019261488,1.51750547,0.068982495,1.577133479,1.715536105,2.462253829,0.002363239,0.003562659,5.804157549,6.148796499,6.187089716,0.001150734,0.356673961,0.712800875,0.000848946,17.79540481,19.32166302,11.62722541,12.44654857,0.018580279,7.033643095,7.56194983,8.215617489,0.00042466,14.37621131,0.001091312,0.006221036,0.011327255,0.163819861,6.715763618,7.385101389,7.398532917,8.287252303,0.007297796,3.057911033,0.709184638,0.741644162,0.000194104,18.87577294,0.007882068,0.620984276,0.028228593,0.645384883,0.702021157,1.007588401,0.00096707,0.001457889,2.375141732,2.516172768,2.531842883,0.000470896,0.145955929,0.291688,0.0003474,7.282126346,7.906692364
264,LTREB,8/17/2021,BG,6,EPIP,2.689119669,13.73789396,4.559811613,7.906850716,4.478873239,5.573943662,0.00086423,6.242957746,7.313380282,8.123239437,0.000203948,11.75704225,0.000352113,0.010211268,0.00528169,0.064788732,2.450704225,2.634507042,2.634507042,7.401408451,0.004225352,1.265140845,0.809507042,0.879929577,0.000704225,17.42253521,0.002816901,0.273943662,0.009507042,0.693309859,0.826408451,0.66443662,0.00070646,0.002293148,0.589788732,0.680985915,0.679929577,0.000740684,0.141197183,0.096126761,0.000546434,6.757042254,7.661971831,12.04422612,14.98900154,0.002324018,16.78806047,19.66655476,21.84436295,0.000548441,31.61609356,0.000946874,0.027459322,0.014203096,0.174224654,6.590236934,7.084504705,7.084504705,19.90327304,0.011362477,3.40211513,2.176861309,2.366235933,0.001893745,46.85128212,0.007574984,0.73666729,0.025565574,1.864393179,2.22231122,1.786749584,0.001899755,0.006166549,1.58601248,1.831252618,1.828411999,0.001991788,0.379696122,0.258496364,0.001469426,18.17049523,20.60395915
250,LTREB,8/3/2021,BG,1,EPIP,0.589267962,1.814571185,0.569625697,1.483623426,21.55688623,24.86227545,0.002994012,17.86826347,20.43712575,21.5508982,0.000346834,56.8742515,0.001796407,0.029341317,0.019161677,0.317365269,12.25748503,13.43712575,13.45508982,19.8742515,0.018562874,5.932934132,2.537125749,2.774850299,0.00239521,44.20958084,0.010778443,1.05508982,0.049700599,2.676047904,2.891017964,2.483233533,0.001201405,0.003899725,2.634730539,2.932934132,2.993413174,0.001259606,0.44251497,0.528742515,0.000929265,17.8742515,20.32335329,12.70278242,14.65054239,0.001764275,10.5291952,12.04294344,12.69925386,0.000204378,33.51417427,0.001058565,0.017289898,0.011291362,0.187013185,7.222943223,7.918067706,7.928653357,11.71125968,0.010938507,3.496088005,1.495046919,1.635130381,0.001411421,26.0512896,0.006351391,0.621730628,0.029286971,1.576909295,1.703584264,1.463289963,0.000707949,0.002297983,1.552562295,1.728284119,1.76392248,0.000742245,0.260759895,0.311571024,0.000547586,10.53272375,11.97590097
